file_path,lib_id,missing_metadata
/projects/caeg/data/production/LV7/001/897/LV7001897563,LV7001897563,False
/projects/caeg/data/production/LV7/001/897/LV7001897564,LV7001897564,False
/projects/caeg/data/production/LV7/001/897/LV7001897565,LV7001897565,False
/projects/caeg/data/production/LV7/001/897/LV7001897566,LV7001897566,False
/projects/caeg/data/production/LV7/001/897/LV7001897567,LV7001897567,False
/projects/caeg/data/production/LV7/001/897/LV7001897568,LV7001897568,False
/projects/caeg/data/production/LV7/001/897/LV7001897569,LV7001897569,False
/projects/caeg/data/production/LV7/001/897/LV7001897570,LV7001897570,False
/projects/caeg/data/production/LV7/001/897/LV7001897571,LV7001897571,False
/projects/caeg/data/production/LV7/001/897/LV7001897572,LV7001897572,False
/projects/caeg/data/production/LV7/001/898/LV7001898059,LV7001898059,False
